"day","month","year","canton","muni","department","MUNID","military","victims","notes","reference","X","X.1","id"
NA,NA,1982,"San Antonio Chiquito","Ixcan","Quiche",238,"Y",5,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
NA,3,1981,"San Juan Ixcan","Ixcan","Quiche",238,"Y",8,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
NA,NA,1981,"Santa Maria Dolores","Ixcan","Quiche",238,"Y",80,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
15,5,1982,"San Juan Ixcan","Ixcan","Quiche",238,"Y",15,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
NA,6,1981,"Xalbal","Ixcan","Quiche",238,"Y",31,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
NA,NA,1982,"San Juan Ixcan","Ixcan","Quiche",238,"Y",8,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
15,2,1982,"Poligono","Ixcan","Quiche",238,"Y",10,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
14,1,1981,"Chorrachaj","Joyabaj","Quiche",235,"Y",15,"5 families","Casos Presentados Anexo II Tomo X",NA,"","14-9"
8,4,1982,"Xeabaj","Joyabaj","Quiche",235,"Y",64,"","Casos Presentados Anexo II Tomo X",1,"","14-9"
8,11,1981,"Talaxcoc","Joyabaj","Quiche",235,"Y",7,"","Casos Presentados Anexo II Tomo X",2,"","14-9"
8,3,1982,"Joyabaj","Joyabaj","Quiche",235,"Mil and Pac",64,"","Casos Presentados Anexo II Tomo X",2,"","14-9"
9,2,1981,"El Boqueron","Joyabaj","Quiche",235,"Mil and Pac",22,"","Casos Presentados Anexo II Tomo X",NA,"","14-9"
15,5,1981,"Patzula","Joyabaj","Quiche",235,"Y",38,"","Casos Presentados Anexo II Tomo X",NA,"","14-9"
NA,3,1982,"Chorrachaj","Joyabaj","Quiche",235,"Mil and Pac",50,"","Casos Presentados Anexo II Tomo X",NA,"","14-9"
19,3,1982,"El Temal","Joyabaj","Quiche",235,"Y",7,"One family","Casos Presentados Anexo II Tomo X",NA,"","14-9"
9,10,1982,"El Temal Primer Centro","Joyabaj","Quiche",235,"Y",6,"","Casos Presentados Anexo II Tomo X",2,"","14-9"
25,4,1982,"Piedras Blancas","Joyabaj","Quiche",235,"Y",86,"","Casos Presentados Anexo II Tomo X",NA,"","14-9"
NA,10,1981,"Saljij","Joyabaj","Quiche",235,"Y",9,"P 1024, good example of lack of information","Casos Presentados Anexo II Tomo X",NA,"","14-9"
10,9,1982,"Xeucalvitz","Nebaj","Quiche",236,"Y",8,"","Casos Presentados Anexo II Tomo X",1,"","14-10"
17,5,1981,"San Pedro","Nebaj","Quiche",236,"Y",26,"","Casos Presentados Anexo II Tomo X",NA,"Coded 1981, Says 1981/1982","14-10"
NA,NA,1983,"Ixtupil","Nebaj","Quiche",236,"Y",5,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
5,2,1982,"Pulay","Nebaj","Quiche",236,"Y",48,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
15,4,1981,"","Nebaj","Quiche",236,"Y",9,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,10,1983,"Laguna","Nebaj","Quiche",236,"Y",5,"","Casos Presentados Anexo II Tomo X",1,"","14-10"
14,9,1982,"Bicalama","Nebaj","Quiche",236,"Y",5,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,4,1983,"Tzabal","Nebaj","Quiche",236,"Y",11,"","Casos Presentados Anexo II Tomo X",2,"","14-10"
NA,NA,1985,"Batzcorral","Nebaj","Quiche",236,"Y",16,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,11,1982,"Laguna","Nebaj","Quiche",236,"Y",40,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,9,1981,"Pulay","Nebaj","Quiche",236,"Y",19,"","Casos Presentados Anexo II Tomo X",2,"","14-10"
NA,6,1982,"Chortiz","Nebaj","Quiche",236,"Y",NA,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,NA,1981,"Santa Marta","Nebaj","Quiche",236,"Y",15,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,8,1983,"Bicalama","Nebaj","Quiche",236,"Y",15,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
9,9,1984,"Bicalama","Nebaj","Quiche",236,"Y",21,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,1,1982,"Camposanto","Nebaj","Quiche",236,"Y",8,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,NA,1981,"Chabuc","Nebaj","Quiche",236,"Y",28,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,11,1981,"Pexla","Nebaj","Quiche",236,"Y",26,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,5,1982,"Sumal Chiquito","Nebaj","Quiche",236,"Y",6,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
10,12,1980,"Xecamaj","Nebaj","Quiche",236,"Y",5,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,2,1981,"Tzalbal","Nebaj","Quiche",236,"Y",20,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,NA,1983,"Mixla","Nebaj","Quiche",236,"Mil and Pac",15,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
15,9,1981,"Pexla","Nebaj","Quiche",236,"Y",10,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
16,4,1981,"Cocob","Nebaj","Quiche",236,"Y",67,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,2,1982,"Pexla","Nebaj","Quiche",236,"Y",7,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
15,8,1982,"San Fransisco Javier","Nebaj","Quiche",236,"Y",32,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,11,1980,"Pulay","Nebaj","Quiche",236,"Y",36,"","Casos Presentados Anexo II Tomo X",2,"","14-10"
15,3,1981,"umul Chiquito","Nebaj","Quiche",236,"Mil and Pac",12,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
30,8,1983,"Parramos","Nebaj","Quiche",236,"Y",43,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
27,10,1981,"Santa Marta","Nebaj","Quiche",236,"Mil and Pac",28,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,4,1981,"Xecac","Nebaj","Quiche",236,"Y",101,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
27,5,1984,"Xeucalvitz","Nebaj","Quiche",236,"Y",27,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
17,5,1982,"Las Pilas","Nebaj","Quiche",236,"Y",13,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,2,1982,"Pexla","Nebaj","Quiche",236,"Mil and Pac",101,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
24,2,1981,"Vicuchul","Nebaj","Quiche",236,"Y",8,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
7,2,1982,"Billala","Nebaj","Quiche",236,"Y",11,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
28,2,1982,"Las Pilas","Nebaj","Quiche",236,"Y",89,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,6,1982,"Chuatuj","Nebaj","Quiche",236,"Y",357,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
25,3,1982,"Canaquil","Nebaj","Quiche",236,"Y",32,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
25,11,1982,"La Perla","Nebaj","Quiche",236,"Y",5,"4 from one family","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,4,1983,"Tzalbal","Nebaj","Quiche",236,"Mil and Pac",6,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,12,1982,"","Nebaj","Quiche",236,"Y",7,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,NA,1982,"Xoloche","Nebaj","Quiche",236,"Y",310,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,10,1981,"Acul","Nebaj","Quiche",236,"Y",9,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
17,12,1983,"Canaquil","Nebaj","Quiche",236,"Y",8,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
22,9,1982,"Salquil","Nebaj","Quiche",236,"Y",31,"","Casos Presentados Anexo II Tomo X",2,"","14-10"
NA,NA,1982,"Tzalbal","Nebaj","Quiche",236,"Y",21,"","Casos Presentados Anexo II Tomo X",2,"","14-10"
NA,3,1982,"Salquil","Nebaj","Quiche",236,"Y",13,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
14,2,1982,"Saciguan","Nebaj","Quiche",236,"Y",25,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
27,10,1981,"San Pedro","Nebaj","Quiche",236,"Y",27,"","Casos Presentados Anexo II Tomo X",2,"","14-10"
4,8,1983,"Batzchocola","Nebaj","Quiche",236,"Y",7,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,7,1984,"Bicalama","Nebaj","Quiche",236,"Y",21,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
NA,NA,1985,"Xecotz","Nebaj","Quiche",236,"Y",5,"","Casos Presentados Anexo II Tomo X",NA,"","14-10"
6,1,1982,"Chuicojonop","Patzite","Quiche",230,"Y",8,"","Casos Presentados Anexo II Tomo X",2,"","14-12"
NA,NA,1981,"Chujuyub","Santa Cruz del Quiche","Quiche",224,"Y",6,"","Casos Presentados Anexo II Tomo X",NA,"","14-19"
26,12,1982,"Chiche","Santa Cruz del Quiche","Quiche",224,"Mil and Pac",75,"","Casos Presentados Anexo II Tomo X",2,"","14-19"
10,12,1981,"Parraxtut","Sacapulas","Quiche",227,"Y",5,"","Casos Presentados Anexo II Tomo X",NA,"","14-13"
NA,2,1982,"Paraxtut","Sacapulas","Quiche",227,"Y",NA,"","Casos Presentados Anexo II Tomo X",1,"","14-13"
NA,3,1982,"Paraxtut","Sacapulas","Quiche",227,"Y",NA,"","Casos Presentados Anexo II Tomo X",1,"","14-13"
NA,4,1982,"Paraxtut","Sacapulas","Quiche",227,"Y",NA,"","Casos Presentados Anexo II Tomo X",1,"","14-13"
NA,NA,1981,"Silomamac","Sacapulas","Quiche",227,"Y",10,"","Casos Presentados Anexo II Tomo X",NA,"","14-13"
NA,10,1982,"Parraxtut","Sacapulas","Quiche",227,"Mil and Pac",8,"","Casos Presentados Anexo II Tomo X",NA,"","14-13"
16,3,1981,"Parraxtut","Sacapulas","Quiche",227,"Y",6,"1 Family","Casos Presentados Anexo II Tomo X",NA,"","14-13"
NA,NA,1983,"","Sacapulas","Quiche",227,"Y",15,"","Casos Presentados Anexo II Tomo X",NA,"","14-13"
12,2,1981,"Cuesta del Aguila","Sacapulas","Quiche",227,"Y",13,"","Casos Presentados Anexo II Tomo X",NA,"","14-13"
15,2,1982,"Parraxtut","Sacapulas","Quiche",227,"Y",7,"","Casos Presentados Anexo II Tomo X",NA,"","14-13"
NA,NA,1982,"Tierra Colrada","Sacapulas","Quiche",227,"Y",151,"Code as feb, march, april","Casos Presentados Anexo II Tomo X",2,"","14-13"
13,2,1982,"Pie Aguila","Sacapulas","Quiche",227,"Y",5,"","Casos Presentados Anexo II Tomo X",NA,"","14-13"
6,3,1982,"Rio Blanco","Sacapulas","Quiche",227,"Y",5,"","Casos Presentados Anexo II Tomo X",NA,"","14-13"
8,11,1981,"Talaxcoc","San Andres Sajcabaja","Quiche",137,"Y",39,"","Casos Presentados Anexo II Tomo X",1,"","14-14"
18,2,1982,"","San Andres Sajcabaja","Quiche",237,"Y",7,"","Casos Presentados Anexo II Tomo X",NA,"","14-14"
NA,4,1981,"Tonlajic","San Andres Sajcabaja","Quiche",237,"Y",37,"","Casos Presentados Anexo II Tomo X",NA,"","14-14"
9,4,1982,"Chinanton","San Andres Sajcabaja","Quiche",237,"Y",9,"","Casos Presentados Anexo II Tomo X",1,"","14-14"
NA,2,1982,"Tonlajic","San Andres Sajcabaja","Quiche",237,"Y",9,"","Casos Presentados Anexo II Tomo X",NA,"","14-14"
7,4,1982,"Chinanton","San Andres Sajcabaja","Quiche",237,"Mil and Pac",23,"","Casos Presentados Anexo II Tomo X",NA,"","14-14"
7,2,1982,"Xeabaj","San Andres Sajcabaja","Quiche",237,"Y",14,"","Casos Presentados Anexo II Tomo X",2,"","14-14"
26,2,1983,"Chocaja","San Antonio Ilotenango","Quiche",231,"Y",11,"","Casos Presentados Anexo II Tomo X",NA,"","14-15"
30,12,1981,"Chuaccorral","San Bartolome Jocotenango","Quiche",240,"Mil and Pac",15,"","Casos Presentados Anexo II Tomo X",NA,"","14-16"
4,1,1983,"Xetemabaj","San Bartolome Jocotenango","Quiche",240,"Mil and Pac",16,"","Casos Presentados Anexo II Tomo X",NA,"","14-16"
NA,1,1981,"Chipal","San Juan Cotzal","Quiche",234,"Y",22,"","Casos Presentados Anexo II Tomo X",NA,"","14-17"
15,9,1981,"","San Juan Cotzal","Quiche",234,"Y",70,"","Casos Presentados Anexo II Tomo X",NA,"","14-17"
5,5,1982,"Las Guacamays","San Juan Cotzal","Quiche",234,"Y",10,"","Casos Presentados Anexo II Tomo X",NA,"","14-17"
28,7,1980,"","San Juan Cotzal","Quiche",234,"Y",154,"","Casos Presentados Anexo II Tomo X",2,"","14-17"
3,7,1982,"Estanzuela","San Pedro Jocopilas","Quiche",232,"Y",25,"","Casos Presentados Anexo II Tomo X",2,"","14-18"
15,1,1983,"Chitucur","San Pedro Jocopilas","Quiche",232,"Y",20,"","Casos Presentados Anexo II Tomo X",NA,"","14-18"
3,1,1981,"Santabal Segundo","San Pedro Jocopilas","Quiche",232,"Y",5,"","Casos Presentados Anexo II Tomo X",NA,"","14-18"
NA,2,1982,"Chitucur","San Pedro Jocopilas","Quiche",232,"Y",22,"","Casos Presentados Anexo II Tomo X",NA,"","14-18"
10,8,1982,"Xoljuyub","San Pedro Jocopilas","Quiche",232,"Y",92,"","Casos Presentados Anexo II Tomo X",NA,"","14-18"
22,7,1981,"Cucabaj Segundo","Santa Cruz del Quiche","Quiche",224,"Y",39,"","Casos Presentados Anexo II Tomo X",1,"","14-19"
24,12,1981,"Tierra Caliente","Santa Cruz del Quiche","Quiche",224,"Y",50,"","Casos Presentados Anexo II Tomo X",NA,"","14-19"
12,9,1982,"Pamesebal","Santa Cruz del Quiche","Quiche",224,"Mil and Pac",5,"","Casos Presentados Anexo II Tomo X",NA,"","14-19"
18,3,1982,"Xatinab Tercer","Santa Cruz del Quiche","Quiche",224,"Mil and Pac",6,"","Casos Presentados Anexo II Tomo X",2,"","14-19"
13,8,1980,"II Centro Chicabracan","Santa Cruz del Quiche","Quiche",224,"Y",6,"","Casos Presentados Anexo II Tomo X",NA,"","14-19"
16,3,1981,"San Sebastian Lemoa","Santa Cruz del Quiche","Quiche",224,"Y",36,"","Casos Presentados Anexo II Tomo X",2,"","14-19"
NA,NA,1980,"Xesic II Centro","Santa Cruz del Quiche","Quiche",224,"Y",NA,"","Casos Presentados Anexo II Tomo X",NA,"","14-19"
15,11,1980,"Xatinap","Santa Cruz del Quiche","Quiche",224,"Y",6,"","Casos Presentados Anexo II Tomo X",NA,"","14-19"
NA,10,1982,"San Sebastian","Santa Cruz del Quiche","Quiche",224,"Mil and Pac",6,"","Casos Presentados Anexo II Tomo X",NA,"","14-19"
NA,7,1983,"Pacaja","Santa Cruz del Quiche","Quiche",224,"Mil and Pac",5,"","Casos Presentados Anexo II Tomo X",NA,"","14-19"
24,4,1982,"Xesic","Santa Cruz del Quiche","Quiche",224,"Y",75,"","Casos Presentados Anexo II Tomo X",NA,"","14-19"
31,12,1982,"Chicabracan","Santa Cruz del Quiche","Quiche",224,"Mil and Pac",7,"","Casos Presentados Anexo II Tomo X",NA,"","14-19"
3,8,1981,"Chicabracan","Santa Cruz del Quiche","Quiche",224,"Y",6,"","Casos Presentados Anexo II Tomo X",NA,"","14-19"
29,10,1981,"Chipaj","Uspantan","Quiche",238,"Mil and Pac",8,"","Casos Presentados Anexo II Tomo X",1,"","14-20"
NA,11,1982,"Pantolox","Uspantan","Quiche",238,"Y",6,"","Casos Presentados Anexo II Tomo X",1,"","14-20"
8,4,1981,"Las Guacamayas","Uspantan","Quiche",238,"Y",6,"3 families","Casos Presentados Anexo II Tomo X",NA,"","14-20"
NA,9,1981,"San Pedro La Esperanza","Uspantan","Quiche",238,"Y",5,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
20,5,1982,"Xicalcal","Uspantan","Quiche",238,"Mil and Pac",10,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
NA,6,1980,"Chimel","Uspantan","Quiche",238,"Y",19,"","Casos Presentados Anexo II Tomo X",NA,"Coded 1981 Says 1980/1981","14-20"
18,4,1981,"Caracol","Uspantan","Quiche",238,"Y",7,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
NA,11,1982,"Las Guacamays","Uspantan","Quiche",238,"Y",16,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
10,9,1982,"Buena Vista","Uspantan","Quiche",238,"Mil and Pac",8,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
1,11,1982,"San Pedro","Uspantan","Quiche",238,"Y",7,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
NA,3,1984,"Macalajua","Uspantan","Quiche",238,"Y",12,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
NA,10,1982,"Desengano","Uspantan","Quiche",238,"Mil and Pac",15,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
28,3,1980,"El Desengano","Uspantan","Quiche",238,"Y",15,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
14,2,1982,"Macuajua","Uspantan","Quiche",238,"Y",55,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
NA,12,1981,"Las Marias","Uspantan","Quiche",238,"Y",11,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
14,11,1980,"Macalajua","Uspantan","Quiche",238,"Y",6,"One family","Casos Presentados Anexo II Tomo X",NA,"","14-20"
24,6,1981,"Macalajua","Uspantan","Quiche",238,"Y",5,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
NA,8,1980,"Caracol","Uspantan","Quiche",238,"Y",6,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
15,7,1981,"San Pablo Baldio","Uspantan","Quiche",238,"Mil and Pac",7,"","Casos Presentados Anexo II Tomo X",2,"","14-20"
NA,1,1981,"Las Marias","Uspantan","Quiche",238,"Y",5,"","Casos Presentados Anexo II Tomo X",NA,"","14-20"
28,5,1982,"Turbala","Zacualpa","Quiche",227,"Y",7,"","Casos Presentados Anexo II Tomo X",NA,"","14-21"
NA,8,1981,"Chicha","Zacualpa","Quiche",227,"Y",5,"","Casos Presentados Anexo II Tomo X",2,"","14-21"
5,5,1982,"Tunaja","Zacualpa","Quiche",227,"Y",7,"","Casos Presentados Anexo II Tomo X",NA,"","14-21"
10,7,1982,"Xicalcal","Zacualpa","Quiche",227,"Mil and Pac",5,"One family","Casos Presentados Anexo II Tomo X",NA,"","14-21"
NA,3,1981,"Potreto Viejo","Zacualpa","Quiche",227,"Y",8,"","Casos Presentados Anexo II Tomo X",NA,"","14-21"
7,10,1981,"Tunaja","Zacualpa","Quiche",227,"Y",6,"","Casos Presentados Anexo II Tomo X",NA,"","14-21"
18,5,1982,"Chuchuca","Zacualpa","Quiche",227,"Y",9,"","Casos Presentados Anexo II Tomo X",NA,"","14-21"
12,3,1982,"Chuchuca","Zacualpa","Quiche",227,"Y",11,"","Casos Presentados Anexo II Tomo X",NA,"","14-21"
15,1,1984,"Pasacjoc","Zacualpa","Quiche",227,"Mil and Pac",21,"","Casos Presentados Anexo II Tomo X",NA,"","14-21"
29,7,1981,"Tzimatzatz","Zacualpa","Quiche",227,"Y",27,"","Casos Presentados Anexo II Tomo X",NA,"","14-21"
3,1,1983,"Chuchuca","Zacualpa","Quiche",227,"Mil and Pac",31,"","Casos Presentados Anexo II Tomo X",NA,"","14-21"
13,3,1981,"San Jose Sinache","Zacualpa","Quiche",227,"Y",15,"","Casos Presentados Anexo II Tomo X",NA,"","14-21"
18,2,1983,"Tunaja","Zacualpa","Quiche",227,"Mil and Pac",8,"","Casos Presentados Anexo II Tomo X",NA,"","14-21"
15,1,1982,"Chuchuca","Zacualpa","Quiche",227,"Mil and Pac",6,"","Casos Presentados Anexo II Tomo X",NA,"","14-21"
NA,5,1982,"Turbala","Zacualpa","Quiche",227,"Y",9,"","Casos Presentados Anexo II Tomo X",NA,"","14-21"
NA,8,1981,"","Zacualpa","Quiche",227,"Mil and Pac",6,"","Casos Presentados Anexo II Tomo X",NA,"","14-21"
20,5,1982,"Chicha","Zacualpa","Quiche",227,"Y",10,"","Casos Presentados Anexo II Tomo X",NA,"","14-21"
NA,4,1981,"","Zacualpa","Quiche",227,"Y",15,"","Casos Presentados Anexo II Tomo X",NA,"","14-21"
25,3,1983,"Tunaja","Zacualpa","Quiche",227,"Y",5,"","Casos Presentados Anexo II Tomo X",NA,"","14-21"
28,1,1984,"Pasacjoc","Zacualpa","Quiche",227,"Y",14,"","Casos Presentados Anexo II Tomo X",NA,"","14-21"
NA,12,1982,"Potreto Viejo","Zacualpa","Quiche",227,"Y",26,"","Casos Presentados Anexo II Tomo X",NA,"","14-21"
22,11,1982,"Tuluche","Chiche","Quiche",225,"Y",432,"","Casos Presentados Anexo II Tomo X",2,"","14-4"
NA,NA,1983,"Las Cenas","La Reforma","San Marcos",184,"Y",7,"","Casos Presentados Anexo II Tomo XI",NA,"","17-10"
3,8,1984,"Barrican","San Marcos","San Marcos",164,"Y",34,"","Casos Presentados Anexo II Tomo XI",NA,"","17-21"
NA,NA,1980,"Tabuj","San Pablo","San Marcos",182,"Y",31,"","Casos Presentados Anexo II Tomo XI",NA,"","17-23"
23,3,1983,"La Ingualidad","San Pablo","San Marcos",182,"Y",5,"","Casos Presentados Anexo II Tomo XI",NA,"","17-23"
NA,NA,1982,"San Pablo Prez","San Pedro Sacatepequez","San Marcos",165,"Y",25,"","Casos Presentados Anexo II Tomo XI",NA,"","17-24"
NA,1,1982,"San Fransisco El Tablenas","San Pedro Sacatepequez","San Marcos",165,"Y",5,"","Casos Presentados Anexo II Tomo XI",NA,"","17-24"
NA,NA,1983,"Los Romero","Tajumulco","San Marcos",172,"Y",16,"","Casos Presentados Anexo II Tomo XI",NA,"","17-29"
NA,NA,1981,"Tacana","Tajumulco","San Marcos",172,"Y",17,"","Casos Presentados Anexo II Tomo XI",NA,"","17-29"
21,4,1982,"Xolbuiez","Tajumulco","San Marcos",172,"Y",8,"One family","Casos Presentados Anexo II Tomo XI",NA,"","17-29"
25,7,1983,"Xalhuita","Tajumulco","San Marcos",172,"Y",9,"","Casos Presentados Anexo II Tomo XI",NA,"","17-29"
25,11,1983,"Montecristo","Tajumulco","San Marcos",172,"Y",8,"","Casos Presentados Anexo II Tomo XI",NA,"","17-29"
27,12,1981,"Los Delicias","Tejutla","San Marcos",173,"Y",23,"","Casos Presentados Anexo II Tomo XI",NA,"","17-30"
NA,NA,1982,"Pachuabaj","Concepcion","Solola",90,"Y",11,"","Casos Presentados Anexo II Tomo XI",NA,"","19-1"
28,6,1982,"Pajujilon","Concepcion","Solola",90,"Mil and Pac",22,"","Casos Presentados Anexo II Tomo XI",NA,"","19-1"
NA,NA,1984,"","Santa Lucia Utatlan","Solola",86,"Y",11,"","Casos Presentados Anexo II Tomo XI",NA,"","19-16"
28,6,1982,"El Triunto","Solola","Solola",83,"Y",9,"","Casos Presentados Anexo II Tomo XI",NA,"","19-19"
13,7,1982,"Nueva Empenzana","Solola","Solola",83,"Y",11,"","Casos Presentados Anexo II Tomo XI",NA,"","19-19"
NA,5,1982,"Pajujil II","Solola","Solola",83,"Y",6,"","Casos Presentados Anexo II Tomo XI",NA,"","19-19"
15,12,1981,"Carmen","Solola","Solola",83,"Y",5,"One family","Casos Presentados Anexo II Tomo XI",NA,"","19-19"
4,4,1982,"El Adelamno","Solola","Solola",83,"Y",30,"","Casos Presentados Anexo II Tomo XI",NA,"","19-19"
7,8,1982,"El Trempas","Solola","Solola",83,"Y",9,"","Casos Presentados Anexo II Tomo XI",NA,"","19-19"
22,2,1982,"El Adelamno","Solola","Solola",83,"Y",17,"","Casos Presentados Anexo II Tomo XI",NA,"","19-19"
NA,NA,1982,"El Capodo","Santo Domingo Suchitepequez","Suchitepequez",139,"Y",NA,"","Casos Presentados Anexo II Tomo XI",NA,"","20-19"
3,6,1982,"Mayalan","Ixcan","Quiche",238,"Y",106,"says 1983, could be a typo","Casos Presentados Anexo II Tomo X",2,"","14-20"
